benchmark_id,model_type,method,seed,split,row_count,rmse,mae,pearson_r,spearman_r,runtime_seconds,skipped,skip_reason,hyperparameters
b1,joint,elastic_net,7,test,6,17.66187694693421,13.939155970716357,0.8000263376427481,0.898645105261295,0.020288625033572316,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,joint,elastic_net,7,train,48,12.911222505668858,10.030879043318857,0.872203510652614,0.8487893575121951,0.020288625033572316,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,joint,elastic_net,7,val,6,9.940446512829253,8.09175960751906,0.9709325957816799,0.9856107606091623,0.020288625033572316,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,joint,elastic_net,11,test,6,16.322598223040735,13.601905999640175,0.8374530151282047,0.898645105261295,0.019428750034421682,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,joint,elastic_net,11,train,48,13.268560827820771,10.292683752030287,0.8662684725659827,0.842550086255153,0.019428750034421682,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,joint,elastic_net,11,val,6,11.20431475124349,9.80437956087743,0.971161571837764,0.9856107606091623,0.019428750034421682,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,joint,elastic_net,19,test,6,16.322598223040735,13.601905999640175,0.8374530151282047,0.898645105261295,0.01992679201066494,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,joint,elastic_net,19,train,48,13.268560827820771,10.292683752030287,0.8662684725659827,0.842550086255153,0.01992679201066494,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,joint,elastic_net,19,val,6,11.20431475124349,9.80437956087743,0.971161571837764,0.9856107606091623,0.01992679201066494,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,joint,gam,7,test,6,18.434243650378143,14.543378285870938,0.7864999119470257,0.898645105261295,0.05411599995568395,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,joint,gam,7,train,48,12.298969316857345,9.847788251547017,0.8847945984342425,0.855359917508549,0.05411599995568395,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,joint,gam,7,val,6,9.907089012292658,8.388248985635792,0.9804556116946481,0.9856107606091623,0.05411599995568395,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,joint,gam,11,test,6,18.434243650378143,14.543378285870938,0.7864999119470257,0.898645105261295,0.053004000103101134,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,joint,gam,11,train,48,12.298969316857345,9.847788251547017,0.8847945984342425,0.855359917508549,0.053004000103101134,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,joint,gam,11,val,6,9.907089012292658,8.388248985635792,0.9804556116946481,0.9856107606091623,0.053004000103101134,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,joint,gam,19,test,6,18.434243650378143,14.543378285870938,0.7864999119470257,0.898645105261295,0.05650016700383276,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,joint,gam,19,train,48,12.298969316857345,9.847788251547017,0.8847945984342425,0.855359917508549,0.05650016700383276,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,joint,gam,19,val,6,9.907089012292658,8.388248985635792,0.9804556116946481,0.9856107606091623,0.05650016700383276,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,marginal,elastic_net,7,test,6,18.518470958256515,15.910505788066592,0.7460474347799166,0.7700513795421217,0.015765208983793855,False,,"{""alpha"": 0.01, ""cv_folds"": 3, ""l1_ratio"": 0.5}"
b1,marginal,elastic_net,7,train,48,15.54934349630096,12.889687424426839,0.8080334953961406,0.7792192406557111,0.015765208983793855,False,,"{""alpha"": 0.01, ""cv_folds"": 3, ""l1_ratio"": 0.5}"
b1,marginal,elastic_net,7,val,6,13.570331800647402,11.426546771250818,0.9735915143721502,0.9710083124552245,0.015765208983793855,False,,"{""alpha"": 0.01, ""cv_folds"": 3, ""l1_ratio"": 0.5}"
b1,marginal,elastic_net,11,test,6,18.00097786658236,15.473563466472898,0.7617181658491337,0.7700513795421217,0.014549291925504804,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,marginal,elastic_net,11,train,48,16.06806667166945,13.65788021019071,0.7958086646351139,0.759539147263483,0.014549291925504804,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,marginal,elastic_net,11,val,6,15.039935856713688,12.838206995524098,0.9681923383081633,0.9121593238215745,0.014549291925504804,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,marginal,elastic_net,19,test,6,18.00097786658236,15.473563466472898,0.7617181658491337,0.7700513795421217,0.015538875013589859,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,marginal,elastic_net,19,train,48,16.06806667166945,13.65788021019071,0.7958086646351139,0.759539147263483,0.015538875013589859,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,marginal,elastic_net,19,val,6,15.039935856713688,12.838206995524098,0.9681923383081633,0.9121593238215745,0.015538875013589859,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b1,marginal,gam,7,test,6,18.30675127166344,15.61361555149309,0.7519746610707012,0.7700513795421217,0.03694929101038724,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,marginal,gam,7,train,48,15.394207945667139,12.94037254984894,0.8122470206565173,0.7912522120441022,0.03694929101038724,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,marginal,gam,7,val,6,14.219073164181555,11.668779809080748,0.9658278295431729,0.9121593238215745,0.03694929101038724,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,marginal,gam,11,test,6,18.30675127166344,15.61361555149309,0.7519746610707012,0.7700513795421217,0.03785291698295623,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,marginal,gam,11,train,48,15.394207945667139,12.94037254984894,0.8122470206565173,0.7912522120441022,0.03785291698295623,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,marginal,gam,11,val,6,14.219073164181555,11.668779809080748,0.9658278295431729,0.9121593238215745,0.03785291698295623,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,marginal,gam,19,test,6,18.30675127166344,15.61361555149309,0.7519746610707012,0.7700513795421217,0.03205116593744606,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,marginal,gam,19,train,48,15.394207945667139,12.94037254984894,0.8122470206565173,0.7912522120441022,0.03205116593744606,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b1,marginal,gam,19,val,6,14.219073164181555,11.668779809080748,0.9658278295431729,0.9121593238215745,0.03205116593744606,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b2,joint,elastic_net,7,test,6,,,,,0.03341520798858255,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b2,joint,elastic_net,7,train,48,,,,,0.03341520798858255,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b2,joint,elastic_net,7,val,6,,,,,0.03341520798858255,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b2,joint,elastic_net,11,test,6,,,,,0.0328411249211058,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b2,joint,elastic_net,11,train,48,,,,,0.0328411249211058,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b2,joint,elastic_net,11,val,6,,,,,0.0328411249211058,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b2,joint,elastic_net,19,test,6,,,,,0.034610374947078526,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.5}"
b2,joint,elastic_net,19,train,48,,,,,0.034610374947078526,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.5}"
b2,joint,elastic_net,19,val,6,,,,,0.034610374947078526,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.5}"
b2,joint,gam,7,test,6,,,,,0.05502041697036475,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b2,joint,gam,7,train,48,,,,,0.05502041697036475,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b2,joint,gam,7,val,6,,,,,0.05502041697036475,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b2,joint,gam,11,test,6,,,,,0.05346470803488046,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b2,joint,gam,11,train,48,,,,,0.05346470803488046,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b2,joint,gam,11,val,6,,,,,0.05346470803488046,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b2,joint,gam,19,test,6,,,,,0.05189612496178597,False,,"{""best_lam"": 0.1, ""cv_folds"": 3}"
b2,joint,gam,19,train,48,,,,,0.05189612496178597,False,,"{""best_lam"": 0.1, ""cv_folds"": 3}"
b2,joint,gam,19,val,6,,,,,0.05189612496178597,False,,"{""best_lam"": 0.1, ""cv_folds"": 3}"
b2,marginal,elastic_net,7,test,6,,,,,0.02511058305390179,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b2,marginal,elastic_net,7,train,48,,,,,0.02511058305390179,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b2,marginal,elastic_net,7,val,6,,,,,0.02511058305390179,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b2,marginal,elastic_net,11,test,6,,,,,0.027056958992034197,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b2,marginal,elastic_net,11,train,48,,,,,0.027056958992034197,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b2,marginal,elastic_net,11,val,6,,,,,0.027056958992034197,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b2,marginal,elastic_net,19,test,6,,,,,0.02281262504402548,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.1}"
b2,marginal,elastic_net,19,train,48,,,,,0.02281262504402548,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.1}"
b2,marginal,elastic_net,19,val,6,,,,,0.02281262504402548,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.1}"
b2,marginal,gam,7,test,6,,,,,0.038886249996721745,False,,"{""best_lam"": 0.1, ""cv_folds"": 3}"
b2,marginal,gam,7,train,48,,,,,0.038886249996721745,False,,"{""best_lam"": 0.1, ""cv_folds"": 3}"
b2,marginal,gam,7,val,6,,,,,0.038886249996721745,False,,"{""best_lam"": 0.1, ""cv_folds"": 3}"
b2,marginal,gam,11,test,6,,,,,0.03479479206725955,False,,"{""best_lam"": 0.1, ""cv_folds"": 3}"
b2,marginal,gam,11,train,48,,,,,0.03479479206725955,False,,"{""best_lam"": 0.1, ""cv_folds"": 3}"
b2,marginal,gam,11,val,6,,,,,0.03479479206725955,False,,"{""best_lam"": 0.1, ""cv_folds"": 3}"
b2,marginal,gam,19,test,6,,,,,0.03674087498802692,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b2,marginal,gam,19,train,48,,,,,0.03674087498802692,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b2,marginal,gam,19,val,6,,,,,0.03674087498802692,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,joint,elastic_net,7,test,6,,,,,0.01900974998716265,False,,"{""alpha"": 0.01, ""cv_folds"": 3, ""l1_ratio"": 0.1}"
b3,joint,elastic_net,7,train,48,,,,,0.01900974998716265,False,,"{""alpha"": 0.01, ""cv_folds"": 3, ""l1_ratio"": 0.1}"
b3,joint,elastic_net,7,val,6,,,,,0.01900974998716265,False,,"{""alpha"": 0.01, ""cv_folds"": 3, ""l1_ratio"": 0.1}"
b3,joint,elastic_net,11,test,6,,,,,0.01794816693291068,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b3,joint,elastic_net,11,train,48,,,,,0.01794816693291068,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b3,joint,elastic_net,11,val,6,,,,,0.01794816693291068,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b3,joint,elastic_net,19,test,6,,,,,0.018372417078353465,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b3,joint,elastic_net,19,train,48,,,,,0.018372417078353465,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b3,joint,elastic_net,19,val,6,,,,,0.018372417078353465,False,,"{""alpha"": 1.0, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b3,joint,gam,7,test,6,,,,,0.0511147080687806,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,joint,gam,7,train,48,,,,,0.0511147080687806,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,joint,gam,7,val,6,,,,,0.0511147080687806,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,joint,gam,11,test,6,,,,,0.05219395796302706,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,joint,gam,11,train,48,,,,,0.05219395796302706,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,joint,gam,11,val,6,,,,,0.05219395796302706,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,joint,gam,19,test,6,,,,,0.049152250052429736,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,joint,gam,19,train,48,,,,,0.049152250052429736,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,joint,gam,19,val,6,,,,,0.049152250052429736,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,marginal,elastic_net,7,test,6,,,,,0.014635208062827587,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b3,marginal,elastic_net,7,train,48,,,,,0.014635208062827587,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b3,marginal,elastic_net,7,val,6,,,,,0.014635208062827587,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b3,marginal,elastic_net,11,test,6,,,,,0.014659582986496389,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.1}"
b3,marginal,elastic_net,11,train,48,,,,,0.014659582986496389,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.1}"
b3,marginal,elastic_net,11,val,6,,,,,0.014659582986496389,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.1}"
b3,marginal,elastic_net,19,test,6,,,,,0.013750041020102799,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b3,marginal,elastic_net,19,train,48,,,,,0.013750041020102799,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b3,marginal,elastic_net,19,val,6,,,,,0.013750041020102799,False,,"{""alpha"": 0.1, ""cv_folds"": 3, ""l1_ratio"": 0.9}"
b3,marginal,gam,7,test,6,,,,,0.03494037501513958,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,marginal,gam,7,train,48,,,,,0.03494037501513958,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,marginal,gam,7,val,6,,,,,0.03494037501513958,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,marginal,gam,11,test,6,,,,,0.030155249987728894,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,marginal,gam,11,train,48,,,,,0.030155249987728894,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,marginal,gam,11,val,6,,,,,0.030155249987728894,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,marginal,gam,19,test,6,,,,,0.03042287495918572,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,marginal,gam,19,train,48,,,,,0.03042287495918572,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
b3,marginal,gam,19,val,6,,,,,0.03042287495918572,False,,"{""best_lam"": 1.0, ""cv_folds"": 3}"
